City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Bontang,ID,0.1333,117.5,79.07,86,100,3.65,heavy intensity rain
446,Ust-Nera,RU,64.5667,143.2,-14.04,98,100,6.46,overcast clouds
447,Kodinsk,RU,58.6881,99.1844,-2.42,98,78,2.86,broken clouds
448,Taylor,US,32.3001,-99.8337,51.53,58,0,20.71,clear sky
449,Shache,CN,38.4167,77.2406,35.01,39,1,2.39,clear sky
450,Jayanca,PE,-6.3908,-79.8219,65.8,74,33,11.48,scattered clouds
451,Kulhudhuffushi,MV,6.6221,73.07,81.21,75,99,7.67,moderate rain
452,Auki,SB,-8.7676,160.7034,85.71,62,9,3.06,clear sky
453,Fairbanks,US,64.8378,-147.7164,28.6,91,100,5.75,light snow
454,Skjervoy,NO,70.0311,20.9714,37.4,70,100,10.11,overcast clouds
455,Vila Velha,BR,-20.3297,-40.2925,76.95,88,75,10.36,broken clouds
456,Boralday,KZ,43.3578,76.8594,33.66,69,75,4.47,broken clouds
457,Marzuq,YE,14.4,46.4667,60.55,59,2,1.3,clear sky
458,Leshukonskoye,RU,64.8989,45.7622,8.94,98,69,0.36,broken clouds
459,Mayo,US,38.8876,-76.5119,46.35,75,0,3.44,clear sky
460,Sammamish,US,47.6418,-122.0804,52.75,71,0,1.99,clear sky
461,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,3.44,scattered clouds
462,Kawalu,ID,-7.3817,108.2082,75.7,92,99,0.56,overcast clouds
463,Lagoa,PT,39.05,-27.9833,62.29,75,38,14.58,scattered clouds
464,Birao,CF,10.2849,22.7882,69.94,31,54,5.37,broken clouds
465,Buin,CL,-33.7333,-70.75,82.72,34,6,1.43,clear sky
466,Praia,CV,14.9215,-23.5087,75.74,73,40,13.8,scattered clouds
467,Pozhva,RU,59.0912,56.0847,13.46,83,100,11.43,overcast clouds
468,San Quintin,MX,30.4833,-115.95,64.0,50,83,8.37,broken clouds
469,Westport,US,41.1415,-73.3579,42.82,58,0,4.61,clear sky
470,Pozo Colorado,PY,-23.4923,-58.7972,69.35,50,0,6.15,clear sky
471,Sisimiut,GL,66.9395,-53.6735,23.9,93,100,17.0,light snow
472,Taunggyi,MM,20.7833,97.0333,55.35,90,53,1.25,broken clouds
473,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,28,0,24.16,clear sky
474,Manzil Salim,TN,35.8567,8.4765,58.32,49,55,4.76,broken clouds
475,Mitchell,US,43.7094,-98.0298,24.78,76,0,10.36,clear sky
476,Flin Flon,CA,54.7682,-101.865,13.84,85,40,2.3,light snow
477,Flinders,AU,-34.5833,150.8552,69.39,69,10,1.99,light rain
478,Sawtell,AU,-30.3833,153.1,81.19,47,0,6.91,clear sky
479,Yeppoon,AU,-23.1333,150.7333,85.78,59,3,4.27,clear sky
480,Fomboni,KM,-12.28,43.7425,78.4,81,15,14.65,few clouds
481,Ust-Ilimsk,RU,58.0006,102.6619,-0.56,100,97,1.41,overcast clouds
482,Haverfordwest,GB,51.8017,-4.9691,53.19,94,87,8.01,light rain
483,Sault Sainte Marie,CA,46.5168,-84.3333,32.29,59,0,4.61,clear sky
484,Abalak,RU,58.1286,68.5944,23.04,94,100,9.69,overcast clouds
485,Ashington,GB,50.9331,-0.3909,55.62,82,100,1.01,overcast clouds
486,Olenino,RU,56.2092,33.4889,30.79,78,94,2.93,overcast clouds
487,Varhaug,NO,58.6147,5.6457,51.35,74,92,23.62,overcast clouds
488,Gorontalo,ID,0.5412,123.0595,82.53,81,98,0.47,overcast clouds
489,Fulton,US,33.7668,-84.4499,50.32,56,0,12.66,clear sky
490,Oktyabrskoye,RU,43.0645,44.7417,39.34,86,100,8.95,overcast clouds
491,Minas,UY,-34.3759,-55.2377,59.85,94,100,11.61,overcast clouds
492,Belyye Berega,RU,53.2085,34.6641,28.58,69,25,1.81,scattered clouds
493,Nyrob,RU,60.733,56.7202,7.07,86,100,7.63,overcast clouds
494,Solnechnyy,RU,50.7214,136.6319,19.72,72,10,2.51,clear sky
495,Salacgriva,LV,57.7536,24.3581,41.61,84,2,8.21,clear sky
496,Takoradi,GH,4.8845,-1.7554,78.84,84,100,9.06,light rain
497,Nishihara,JP,26.1842,127.7558,72.68,76,75,9.22,broken clouds
498,Qaqortoq,GL,60.7167,-46.0333,25.75,86,98,6.51,overcast clouds
499,Hamilton,US,39.1834,-84.5333,39.09,67,0,8.05,clear sky
500,Babu,CN,24.4167,111.5167,61.2,64,100,4.34,overcast clouds
501,Bratsk,RU,56.1325,101.6142,27.09,96,100,2.21,light snow
502,Teeli,RU,51.0333,90.2333,9.93,91,99,0.94,overcast clouds
503,Kununurra,AU,-15.7667,128.7333,87.78,66,48,10.36,scattered clouds
504,San Angelo,US,31.4638,-100.437,56.59,42,75,19.57,broken clouds
505,Petrozavodsk,RU,61.7849,34.3469,31.48,100,77,4.47,light snow
506,San Rafael,AR,-34.6177,-68.3301,72.37,30,0,9.62,clear sky
507,Guadalupe Victoria,MX,32.2869,-115.105,72.95,15,58,7.94,broken clouds
508,Pryazha,RU,61.6926,33.6216,31.24,99,95,1.41,overcast clouds
509,Thinadhoo,MV,0.5333,72.9333,81.81,77,99,14.29,overcast clouds
510,Keratea,GR,37.8073,23.9769,56.68,76,20,9.22,few clouds
511,Erdenet,MN,49.0333,104.0833,15.49,77,32,4.27,scattered clouds
512,Harrisonburg,US,38.4496,-78.8689,38.48,70,0,0.0,clear sky
513,Abomey,BJ,7.1829,1.9912,72.86,93,8,3.56,clear sky
514,Clarence Town,AU,-32.5833,151.7833,77.14,48,3,8.28,clear sky
515,Prado,BR,-17.3411,-39.2208,76.46,90,39,13.69,scattered clouds
516,Kashima,JP,33.1061,130.0906,63.75,57,82,6.08,broken clouds
517,Cayenne,GF,4.9333,-52.3333,80.64,83,0,8.05,clear sky
518,Conde,BR,-7.2597,-34.9075,78.26,78,20,5.75,few clouds
519,Srednekolymsk,RU,67.45,153.6833,-30.84,97,36,5.12,scattered clouds
520,Dukat,RU,62.55,155.55,-6.25,78,22,2.51,few clouds
521,Zhangjiakou,CN,40.81,114.8794,33.78,49,0,6.33,clear sky
522,Vagur,FO,61.4732,-6.8119,48.96,87,100,33.24,overcast clouds
523,Atar,MR,20.5169,-13.0499,83.61,16,47,12.97,scattered clouds
524,Milkovo,RU,54.7167,158.6167,23.47,95,100,2.08,snow
525,Iwanai,JP,42.9744,140.5089,39.67,88,97,5.44,light rain
526,Kurashiki,JP,34.5833,133.7667,54.64,56,21,3.62,few clouds
527,Ballina,AU,-28.8667,153.5667,80.78,51,0,3.71,clear sky
528,Richards Bay,ZA,-28.783,32.0377,66.27,78,34,1.5,scattered clouds
529,Mangrol,IN,21.1167,70.1167,75.11,55,0,7.09,clear sky
530,Pleshanovo,RU,52.8333,53.4833,23.11,87,100,17.87,overcast clouds
531,Manta,EC,-0.95,-80.7333,73.18,73,0,12.66,clear sky
532,Olafsvik,IS,64.8945,-23.7142,44.51,79,76,6.53,broken clouds
533,Buchmany,UA,51.0689,28.0421,36.61,86,99,5.97,overcast clouds
534,Biak,ID,-0.9131,122.8766,81.68,70,100,2.35,overcast clouds
535,Shar,KZ,49.5886,81.0453,40.84,86,100,25.68,moderate rain
536,Hulja,EE,59.3522,26.2179,39.45,90,100,10.85,overcast clouds
537,West Wendover,US,40.7391,-114.0733,36.61,52,0,5.75,clear sky
538,Kranuan,TH,16.7067,103.0788,75.42,79,88,2.37,overcast clouds
539,Kiknur,RU,57.3034,47.2011,23.67,72,100,14.43,overcast clouds
540,Bulungu,CD,-4.55,18.6,70.09,97,100,2.24,overcast clouds
541,Kantunilkin,MX,21.0917,-87.45,75.74,73,11,4.94,few clouds
542,Beirut,LB,33.8889,35.4944,66.94,60,20,4.61,few clouds
543,Grindavik,IS,63.8424,-22.4338,44.55,87,75,8.05,broken clouds
544,El Cobre,CU,20.0489,-75.9469,81.84,78,40,5.75,scattered clouds
545,Norfolk,US,42.1668,-71.2495,38.68,64,0,6.91,clear sky
546,Vila,PT,42.0304,-8.1588,49.08,91,100,9.78,light rain
547,Galle,LK,6.0367,80.217,75.09,86,100,4.56,overcast clouds
548,Kloulklubed,PW,7.0419,134.2556,77.5,74,100,11.79,overcast clouds
549,Iquique,CL,-20.2208,-70.1431,64.44,80,33,2.8,scattered clouds
550,Grand-Santi,GF,4.25,-54.3833,75.88,85,75,2.82,broken clouds
551,Nador,MA,35.174,-2.9287,64.65,68,0,3.44,clear sky
552,Usman,RU,52.0466,39.7288,21.24,74,4,6.91,clear sky
553,Nagato,JP,34.3833,131.2,57.85,71,93,6.2,overcast clouds
554,Bethal,ZA,-26.4579,29.4655,53.55,95,2,4.12,clear sky
555,Darnah,LY,32.767,22.6367,64.26,72,2,11.45,clear sky
556,Matara,LK,5.9485,80.5353,73.58,90,100,4.14,overcast clouds
557,Sioux Lookout,CA,50.1001,-91.917,19.47,93,100,4.61,overcast clouds
558,Huilong,CN,31.8111,121.655,54.93,58,58,7.85,broken clouds
559,Waw,SS,7.7029,27.9953,74.26,37,75,4.27,broken clouds
560,Quilmana,PE,-12.95,-76.3833,65.98,78,58,5.26,broken clouds
561,Cumadcad,PH,12.9806,123.7892,82.13,78,99,8.99,moderate rain
562,Semirom,IR,31.4167,51.5667,38.1,58,0,5.48,clear sky
563,Lodja,CD,-3.4833,23.4333,67.62,98,86,1.23,overcast clouds
564,Kontagora,NG,10.3999,5.4695,72.72,25,39,6.22,scattered clouds
565,Sabang,ID,5.8933,95.3214,80.11,77,100,11.48,light rain
566,Sydney,AU,-33.8679,151.2073,75.58,54,6,5.99,clear sky
567,Boguchany,RU,58.3814,97.4531,7.03,92,100,5.21,light snow
568,Lucapa,AO,-8.4192,20.7447,63.25,98,70,2.19,broken clouds
569,Buzdyak,RU,54.5833,54.55,21.74,92,100,14.99,light snow
570,Maghar,IL,32.8898,35.407,63.46,69,10,3.53,clear sky
571,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,100,75,12.62,light intensity drizzle rain
572,Lethem,GY,3.3803,-59.7968,80.08,75,59,5.68,broken clouds
573,Kanye,BW,-24.9667,25.3327,63.63,70,24,14.72,few clouds
574,Belvedere Marittimo,IT,39.6179,15.8617,54.12,79,74,3.85,broken clouds
575,Luwingu,ZM,-10.2621,29.9271,63.19,91,91,1.99,light rain
576,Kampene,CD,-3.6,26.6667,67.53,99,89,0.36,light rain
577,Eureka,US,40.8021,-124.1637,58.19,83,0,1.01,clear sky
578,Vereya,RU,55.3447,36.1719,26.69,79,44,3.33,scattered clouds
579,Dubai,AE,25.2582,55.3047,76.93,69,0,5.75,clear sky
580,Saint-Augustin,CA,51.226,-58.6502,28.4,94,100,17.76,snow
581,Lengshuitan,CN,26.4111,111.5956,53.01,78,100,3.36,overcast clouds
582,Meulaboh,ID,4.1363,96.1285,74.5,94,100,5.61,overcast clouds
583,Aykhal,RU,66.0,111.5,-20.63,100,55,4.61,broken clouds
584,Tilichiki,RU,60.4667,166.1,19.65,96,100,11.36,light snow
585,Hirtshals,DK,57.5881,9.9592,50.18,80,100,14.76,overcast clouds
586,Ilhabela,BR,-23.7781,-45.3581,74.86,90,94,4.81,overcast clouds
587,Baykit,RU,61.67,96.37,-6.41,97,98,3.98,overcast clouds
588,Nurota,UZ,40.5614,65.6886,47.41,60,97,17.31,overcast clouds
589,Dongsheng,CN,39.8161,109.9776,30.27,39,0,6.11,clear sky
590,Braives,BE,50.6172,5.1351,55.31,92,99,13.82,overcast clouds
591,Seminole,US,28.7086,-81.2081,75.47,88,100,9.22,overcast clouds
592,Snyder,US,32.7179,-100.9176,44.31,48,0,16.11,clear sky
593,Nisia Floresta,BR,-6.0911,-35.2086,79.61,81,21,9.62,few clouds
594,Jabinyanah,TN,35.035,10.9081,60.6,48,0,10.56,clear sky
595,Qasigiannguit,GL,68.8193,-51.1922,24.46,88,96,10.25,overcast clouds
596,Baft,IR,29.234,56.6057,47.3,63,2,2.64,clear sky
597,Havoysund,NO,70.9963,24.6622,41.23,70,100,22.08,overcast clouds
598,Taltal,CL,-25.4,-70.4833,64.85,72,22,5.08,few clouds
599,Besikduzu,TR,41.052,39.2284,55.29,83,80,2.62,broken clouds
600,Mulege,MX,26.8833,-111.9833,68.52,43,60,13.67,broken clouds
601,Kasongo-Lunda,CD,-6.4667,16.8167,68.49,96,100,1.52,overcast clouds
602,Caiaponia,BR,-16.9567,-51.8103,70.09,84,79,3.42,broken clouds
603,Bosobolo,CD,4.1833,19.9,70.77,79,52,1.45,broken clouds
604,Karratha,AU,-20.7377,116.8463,78.53,51,0,4.05,light rain
605,Consuelo,PH,10.6348,124.301,83.46,74,100,8.03,overcast clouds
606,Eyl,SO,7.9803,49.8164,77.02,76,74,11.3,broken clouds
607,Troy,US,42.6056,-83.1499,38.57,62,50,1.01,scattered clouds
608,Manono,CD,-7.3,27.4167,68.23,96,73,3.18,light rain
609,Champerico,GT,14.3,-91.9167,86.54,80,36,6.42,scattered clouds
610,Batagay,RU,67.6333,134.6333,-30.35,100,80,2.42,broken clouds
611,Beloha,MG,-25.1667,45.05,74.46,82,100,2.77,overcast clouds
612,Lahij,YE,13.1667,44.5833,69.62,82,1,3.56,clear sky
613,Pangkalanbuun,ID,-2.6833,111.6167,75.83,96,100,1.41,overcast clouds
614,Bindura,ZW,-17.3019,31.3306,64.53,86,98,3.74,overcast clouds
615,Muros,ES,42.7762,-9.0603,62.83,81,100,27.38,moderate rain
616,Itapetininga,BR,-23.5917,-48.0531,71.64,77,29,4.36,scattered clouds
617,Slobozia,MD,46.7281,29.7078,41.61,72,99,4.05,overcast clouds
618,Surt,LY,31.2089,16.5887,66.81,59,0,6.51,clear sky
619,Fayaoue,NC,-20.65,166.5333,76.64,71,18,5.91,few clouds
620,Bilma,NE,18.6853,12.9164,67.19,23,1,9.04,clear sky
621,Keetmanshoop,NA,-26.5833,18.1333,69.08,20,1,8.25,clear sky
622,Young,UY,-32.6833,-57.6333,63.54,63,76,5.48,broken clouds
623,Kysyl-Syr,RU,63.8986,122.7617,-33.3,100,69,3.53,broken clouds
624,Sorada,IN,19.75,84.4333,61.65,74,0,3.02,clear sky
625,Hokitika,NZ,-42.7167,170.9667,63.37,67,100,8.1,overcast clouds
626,Dourbali,TD,11.8091,15.8632,76.51,23,100,9.1,overcast clouds
627,Launceston,AU,-41.45,147.1667,56.8,79,100,5.75,overcast clouds
628,Glendive,US,47.1053,-104.7125,24.49,88,100,11.5,overcast clouds
629,Namtsy,RU,62.7161,129.6658,-31.67,98,37,5.37,scattered clouds
630,Mezen,RU,65.8522,44.24,22.6,94,100,2.44,overcast clouds
631,Porto Seguro,BR,-16.4497,-39.0647,77.52,94,40,11.5,scattered clouds
632,Menongue,AO,-14.6585,17.691,65.21,74,75,5.03,broken clouds
633,Shingu,JP,33.7333,135.9833,58.21,57,60,4.03,broken clouds
634,Palu,ID,-0.8917,119.8707,77.49,93,100,2.13,overcast clouds
635,Ladan,UA,50.5196,32.5818,34.41,82,94,3.67,overcast clouds
636,Yenagoa,NG,4.9247,6.2642,76.01,89,77,4.27,broken clouds
637,Asau,RO,46.4333,26.4,40.28,87,55,2.71,broken clouds
638,Sisophon,KH,13.5859,102.9737,76.28,90,89,3.22,overcast clouds
639,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,3.44,light rain
640,Abeche,TD,13.8292,20.8324,72.61,23,56,9.8,broken clouds
641,Kushima,JP,31.4583,131.2333,63.19,69,97,8.1,overcast clouds
642,Sulangan,PH,11.1373,123.7228,82.98,77,100,9.93,overcast clouds
643,Huambo,AO,-12.7761,15.7392,63.54,70,100,4.21,overcast clouds
644,Chau Doc,VN,10.7,105.1167,77.2,92,88,2.44,overcast clouds
645,Grants,US,35.1473,-107.8514,43.03,33,0,9.22,clear sky
646,Santo Domingo,DO,18.5001,-69.9886,79.03,90,75,6.91,broken clouds
647,Ust-Kalmanka,RU,52.1207,83.305,41.09,66,90,25.39,overcast clouds
648,Kalivai,GR,35.4512,24.1735,56.82,88,40,0.0,scattered clouds
649,Cairns,AU,-16.9167,145.7667,94.06,58,61,5.75,broken clouds
650,Buta,CD,2.7858,24.73,68.49,89,14,1.97,few clouds
651,Siljan,NO,59.2884,9.71,43.18,88,100,3.53,overcast clouds
652,Araouane,ML,18.9048,-3.5265,79.77,17,100,6.98,overcast clouds
653,Sembakung,ID,3.8167,117.25,78.89,82,100,2.26,overcast clouds
654,Waipawa,NZ,-41.4122,175.5153,69.33,52,0,7.54,clear sky
655,Astakos,GR,38.5356,21.0814,59.7,80,5,2.86,clear sky
656,Nova Odesa,UA,47.3078,31.7851,38.57,78,89,5.64,overcast clouds
657,Irtyshskiy,RU,58.3333,68.1333,21.09,93,100,11.9,overcast clouds
658,Firovo,RU,57.4814,33.7021,31.05,82,100,4.05,overcast clouds
659,Palauig,PH,15.435,119.9045,83.55,67,57,2.68,broken clouds
660,Huarmey,PE,-10.0681,-78.1522,65.62,80,57,8.5,broken clouds
661,Marawi,PH,7.9986,124.2928,75.07,79,100,0.87,overcast clouds
662,Sampit,ID,-2.5333,112.95,77.23,93,100,1.77,light rain
663,Eldama Ravine,KE,0.0516,35.7308,56.46,92,100,2.48,light rain
664,Asfi,MA,32.2994,-9.2372,67.21,66,46,6.42,scattered clouds
665,Nadym,RU,65.5333,72.5167,-6.25,84,100,10.83,overcast clouds
666,Ashqelon,IL,31.6693,34.5715,67.89,72,24,9.06,few clouds
667,Tongliao,CN,43.6125,122.2653,24.03,78,3,5.06,clear sky
668,Pichayevo,RU,53.2363,42.2032,28.6,76,58,11.23,broken clouds
669,Khorixas,NA,-20.3667,14.9667,64.02,44,0,2.44,clear sky
670,Bacolod,PH,10.6667,122.95,82.98,75,99,4.76,overcast clouds
